,file_name,file_extension,id,width,height,channel,segmentation,area,bbox,use,bbox_area,bright,lumin,lapla,expos
13,00005.jpeg,jpeg,5,240,150,3,"[[238, 47, 202, 42, 194, 41, 199, 18, 118, 27, 111, 51, 101, 55, 87, 57, 88, 65, 79, 72, 83, 77, 81, 81, 118, 134, 195, 143, 228, 131, 236, 93]]",19875,"[79, 18, 159, 125]",train,55.21,0.52,0.1721367102396514,0.004656976377591155,ok
14,00006.jpeg,jpeg,6,2592,1944,3,"[[1227, 534, 1403, 534, 1403, 641, 1227, 641]]",18832,"[1227, 534, 176, 107]",train,0.37,0.58,0.1918047838779792,0.035761274337432224,ok
15,00006.jpeg,jpeg,6,2592,1944,3,"[[7, 853, 688, 853, 688, 1117, 7, 1117]]",179784,"[7, 853, 681, 264]",train,3.57,0.58,0.1918047838779792,0.035761274337432224,ok
16,00006.jpeg,jpeg,6,2592,1944,3,"[[804, 648, 1488, 648, 1488, 1026, 804, 1026]]",258552,"[804, 648, 684, 378]",train,5.13,0.58,0.1918047838779792,0.035761274337432224,ok
17,00006.jpeg,jpeg,6,2592,1944,3,"[[1566, 703, 2142, 703, 2142, 817, 1566, 817]]",65664,"[1566, 703, 576, 114]",train,1.3,0.58,0.1918047838779792,0.035761274337432224,ok
18,00006.jpeg,jpeg,6,2592,1944,3,"[[1189, 755, 2257, 755, 2257, 1110, 1189, 1110]]",379140,"[1189, 755, 1068, 355]",train,7.52,0.58,0.1918047838779792,0.035761274337432224,ok
19,00006.jpeg,jpeg,6,2592,1944,3,"[[3, 954, 2588, 954, 2588, 1937, 3, 1937]]",2541055,"[3, 954, 2585, 983]",train,50.43,0.58,0.1918047838779792,0.035761274337432224,ok
20,00007.jpeg,jpeg,7,276,183,3,"[[59, 23, 254, 23, 254, 161, 59, 161]]",26910,"[59, 23, 195, 138]",train,53.28,0.51,0.17143422824107074,0.005397639893393334,ok
21,00008.jpeg,jpeg,8,259,194,3,"[[18, 27, 208, 27, 208, 180, 18, 180]]",29070,"[18, 27, 190, 153]",train,57.86,0.52,0.17414459421736564,0.003347678993887987,ok
22,00009.jpeg,jpeg,9,259,194,3,"[[22, 44, 236, 44, 236, 156, 22, 156]]",23968,"[22, 44, 214, 112]",train,47.7,0.46,0.15298498706624847,0.007074244258461596,ok
23,00009.jpeg,jpeg,9,259,194,3,"[[83, 46, 256, 46, 256, 109, 83, 109]]",10899,"[83, 46, 173, 63]",train,21.69,0.46,0.15298498706624847,0.007074244258461596,ok
24,00009.jpeg,jpeg,9,259,194,3,"[[3, 55, 80, 55, 80, 84, 3, 84]]",2233,"[3, 55, 77, 29]",train,4.44,0.46,0.15298498706624847,0.007074244258461596,ok
25,00010.jpeg,jpeg,10,275,183,3,"[[4, 30, 259, 30, 259, 161, 4, 161]]",33405,"[4, 30, 255, 131]",train,66.38,0.48,0.15950083931568984,0.011492915267579246,ok
26,00011.jpeg,jpeg,11,259,194,3,"[[47, 2, 255, 2, 255, 174, 47, 174]]",35776,"[47, 2, 208, 172]",train,71.2,0.43,0.14359630357204645,0.021864476110407302,ok
27,00012.jpeg,jpeg,12,268,188,3,"[[68, 9, 250, 9, 250, 181, 68, 181]]",31304,"[68, 9, 182, 172]",train,62.13,0.56,0.18722496196530902,3.1455793919015473e-07,over-exposed
28,00012.jpeg,jpeg,12,268,188,3,"[[23, 51, 80, 51, 80, 140, 23, 140]]",5073,"[23, 51, 57, 89]",train,10.07,0.56,0.18722496196530902,3.1455793919015473e-07,over-exposed
29,00012.jpeg,jpeg,12,268,188,3,"[[9, 87, 21, 87, 21, 131, 9, 131]]",528,"[9, 87, 12, 44]",train,1.05,0.56,0.18722496196530902,3.1455793919015473e-07,over-exposed
30,00013.jpeg,jpeg,13,800,329,3,"[[127, 139, 191, 139, 191, 167, 127, 167]]",1792,"[127, 139, 64, 28]",train,0.68,0.44,0.14813846673421144,0.004646143192178079,ok
31,00013.jpeg,jpeg,13,800,329,3,"[[438, 149, 500, 149, 500, 175, 438, 175]]",1612,"[438, 149, 62, 26]",train,0.61,0.44,0.14813846673421144,0.004646143192178079,ok
32,00013.jpeg,jpeg,13,800,329,3,"[[336, 157, 505, 157, 505, 263, 336, 263]]",17914,"[336, 157, 169, 106]",train,6.81,0.44,0.14813846673421144,0.004646143192178079,ok
33,00013.jpeg,jpeg,13,800,329,3,"[[160, 170, 313, 170, 313, 268, 160, 268]]",14994,"[160, 170, 153, 98]",train,5.7,0.44,0.14813846673421144,0.004646143192178079,ok
34,00013.jpeg,jpeg,13,800,329,3,"[[477, 157, 687, 157, 687, 258, 477, 258]]",21210,"[477, 157, 210, 101]",train,8.06,0.44,0.14813846673421144,0.004646143192178079,ok
35,00018.jpeg,jpeg,18,276,183,3,"[[18, 56, 73, 56, 73, 90, 18, 90]]",1870,"[18, 56, 55, 34]",train,3.7,0.36,0.12048574716177753,0.006416006640701338,ok
36,00018.jpeg,jpeg,18,276,183,3,"[[52, 61, 79, 61, 79, 94, 52, 94]]",891,"[52, 61, 27, 33]",train,1.76,0.36,0.12048574716177753,0.006416006640701338,ok
37,00018.jpeg,jpeg,18,276,183,3,"[[40, 81, 274, 81, 274, 182, 40, 182]]",23634,"[40, 81, 234, 101]",train,46.79,0.36,0.12048574716177753,0.006416006640701338,ok
38,00018.jpeg,jpeg,18,276,183,3,"[[0, 130, 145, 130, 145, 182, 0, 182]]",7540,"[0, 130, 145, 52]",train,14.93,0.36,0.12048574716177753,0.006416006640701338,ok
39,00019.jpeg,jpeg,19,800,530,3,"[[341, 277, 778, 277, 778, 483, 341, 483]]",90022,"[341, 277, 437, 206]",train,21.23,0.5,0.16619827044025157,0.0735601493282412,ok
40,00020.jpeg,jpeg,20,275,183,3,"[[55, 3, 273, 3, 273, 182, 55, 182]]",39022,"[55, 3, 218, 179]",train,77.54,0.38,0.12567116358051747,0.007220947389535239,ok
41,00021.jpeg,jpeg,21,275,183,3,"[[56, 26, 220, 26, 220, 177, 56, 177]]",24764,"[56, 26, 164, 151]",train,49.21,0.37,0.12469281695125475,0.018493890304639465,ok
42,00022.jpeg,jpeg,22,800,533,3,"[[1, 70, 799, 70, 799, 532, 1, 532]]",368676,"[1, 70, 798, 462]",train,86.46,0.43,0.14368019534267745,0.019723552397263106,ok
43,00024.jpeg,jpeg,24,4160,3120,3,"[[5, 5, 4155, 5, 4155, 3115, 5, 3115]]",12906500,"[5, 5, 4150, 3110]",train,99.44,0.41,0.1369834839816104,0.010091055984467256,ok
44,00025.jpeg,jpeg,25,183,276,3,"[[3, 33, 169, 33, 169, 207, 3, 207]]",28884,"[3, 33, 166, 174]",train,57.19,0.47,0.1555886830326756,0.004021627917756735,ok
45,00026.jpeg,jpeg,26,800,533,3,"[[293, 223, 798, 223, 798, 531, 293, 531]]",155540,"[293, 223, 505, 308]",train,36.48,0.5,0.16686988191148883,0.009241389365023906,ok
46,00027.jpeg,jpeg,27,4160,3120,3,"[[0, 0, 4155, 0, 4155, 3115, 0, 3115]]",12942825,"[0, 0, 4155, 3115]",train,99.72,0.38,0.12582615513126683,0.012678275454056533,ok
47,00028.jpeg,jpeg,28,333,151,3,"[[65, 29, 184, 29, 184, 70, 65, 70]]",4879,"[65, 29, 119, 41]",train,9.7,0.42,0.14128407072180607,0.0019389658807987579,ok
48,00028.jpeg,jpeg,28,333,151,3,"[[176, 69, 321, 69, 321, 129, 176, 129]]",8700,"[176, 69, 145, 60]",train,17.3,0.42,0.14128407072180607,0.0019389658807987579,ok
49,00028.jpeg,jpeg,28,333,151,3,"[[102, 56, 228, 56, 228, 113, 102, 113]]",7182,"[102, 56, 126, 57]",train,14.28,0.42,0.14128407072180607,0.0019389658807987579,ok
50,00030.jpeg,jpeg,30,259,194,3,"[[0, 16, 188, 16, 188, 160, 0, 160]]",27072,"[0, 16, 188, 144]",train,53.88,0.63,0.20960040001883545,0.008006574272006059,ok
51,00030.jpeg,jpeg,30,259,194,3,"[[138, 12, 258, 12, 258, 124, 138, 124]]",13440,"[138, 12, 120, 112]",train,26.75,0.63,0.20960040001883545,0.008006574272006059,ok
52,00032.jpeg,jpeg,32,800,600,3,"[[344, 227, 492, 227, 492, 317, 344, 317]]",13320,"[344, 227, 148, 90]",train,2.78,0.41,0.13588181917211326,0.006781349971916046,ok
53,00032.jpeg,jpeg,32,800,600,3,"[[0, 251, 598, 251, 598, 599, 0, 599]]",208104,"[0, 251, 598, 348]",train,43.36,0.41,0.13588181917211326,0.006781349971916046,ok
54,00033.jpeg,jpeg,33,297,170,3,"[[13, 50, 277, 50, 277, 163, 13, 163]]",29832,"[13, 50, 264, 113]",train,59.08,0.52,0.17309128708590452,0.006086548471344806,ok
55,00035.jpeg,jpeg,35,278,182,3,"[[46, 92, 175, 92, 175, 147, 46, 147]]",7095,"[46, 92, 129, 55]",train,14.02,0.43,0.14266978143406414,0.012594808012894669,ok
56,00035.jpeg,jpeg,35,278,182,3,"[[1, 67, 52, 67, 52, 99, 1, 99]]",1632,"[1, 67, 51, 32]",train,3.23,0.43,0.14266978143406414,0.012594808012894669,ok
57,00036.jpeg,jpeg,36,323,156,3,"[[61, 0, 322, 0, 322, 155, 61, 155]]",40455,"[61, 0, 261, 155]",train,80.29,0.42,0.13944784550320882,0.0045763196204204,ok
58,00038.jpeg,jpeg,38,310,163,3,"[[101, 65, 256, 65, 256, 162, 101, 162]]",15035,"[101, 65, 155, 97]",train,29.75,0.46,0.1520581961922575,0.01173195573865374,ok
59,00038.jpeg,jpeg,38,310,163,3,"[[28, 39, 167, 39, 167, 160, 28, 160]]",16819,"[28, 39, 139, 121]",train,33.29,0.46,0.1520581961922575,0.01173195573865374,ok
60,00038.jpeg,jpeg,38,310,163,3,"[[1, 32, 91, 32, 91, 142, 1, 142]]",9900,"[1, 32, 90, 110]",train,19.59,0.46,0.1520581961922575,0.01173195573865374,ok
61,00038.jpeg,jpeg,38,310,163,3,"[[250, 47, 309, 47, 309, 120, 250, 120]]",4307,"[250, 47, 59, 73]",train,8.52,0.46,0.1520581961922575,0.01173195573865374,ok
62,00039.jpeg,jpeg,39,259,194,3,"[[53, 73, 231, 73, 231, 138, 53, 138]]",11570,"[53, 73, 178, 65]",train,23.03,0.5,0.16685062434001185,0.01193350624526129,ok
63,00039.jpeg,jpeg,39,259,194,3,"[[27, 74, 144, 74, 144, 119, 27, 119]]",5265,"[27, 74, 117, 45]",train,10.48,0.5,0.16685062434001185,0.01193350624526129,ok
64,00040.jpeg,jpeg,40,800,533,3,"[[328, 156, 799, 156, 799, 532, 328, 532]]",177096,"[328, 156, 471, 376]",train,41.53,0.46,0.15179244687243254,0.03339968703350542,ok
65,00041.jpeg,jpeg,41,277,182,3,"[[2, 72, 275, 72, 275, 181, 2, 181]]",29757,"[2, 72, 273, 109]",train,59.03,0.36,0.11921392828167088,0.01902814879303037,ok
66,00042.jpeg,jpeg,42,800,533,3,"[[45, 241, 337, 241, 337, 483, 45, 483]]",70664,"[45, 241, 292, 242]",train,16.57,0.47,0.15672039203423704,0.03443821338812509,ok
67,00043.jpeg,jpeg,43,259,194,3,"[[44, 42, 221, 42, 221, 161, 44, 161]]",21063,"[44, 42, 177, 119]",train,41.92,0.45,0.1489184064077939,0.016678834548874026,ok
68,00044.jpeg,jpeg,44,275,183,3,"[[83, 41, 245, 41, 245, 126, 83, 126]]",13770,"[83, 41, 162, 85]",train,27.36,0.33,0.11073366905960927,0.002433514173007182,ok
69,00044.jpeg,jpeg,44,275,183,3,"[[94, 105, 273, 105, 273, 182, 94, 182]]",13783,"[94, 105, 179, 77]",train,27.39,0.33,0.11073366905960927,0.002433514173007182,ok
70,00044.jpeg,jpeg,44,275,183,3,"[[204, 15, 259, 15, 259, 56, 204, 56]]",2255,"[204, 15, 55, 41]",train,4.48,0.33,0.11073366905960927,0.002433514173007182,ok
71,00045.jpeg,jpeg,45,264,191,3,"[[25, 7, 262, 7, 262, 190, 25, 190]]",43371,"[25, 7, 237, 183]",train,86.01,0.65,0.21741939464452548,0.0005730297263620772,over-exposed
72,00048.jpeg,jpeg,48,275,183,3,"[[10, 42, 255, 42, 255, 133, 10, 133]]",22295,"[10, 42, 245, 91]",train,44.3,0.44,0.14639122825815207,0.010065933918741103,ok
73,00049.jpeg,jpeg,49,1350,759,3,"[[3, 3, 1347, 3, 1347, 756, 3, 756]]",1012032,"[3, 3, 1344, 753]",train,98.77,0.49,0.16326930955859634,0.01163076689386336,ok
74,00050.jpeg,jpeg,50,259,194,3,"[[7, 49, 248, 49, 248, 172, 7, 172]]",29643,"[7, 49, 241, 123]",train,59.0,0.45,0.14867292138365512,0.010353275417012557,ok
75,00050.jpeg,jpeg,50,259,194,3,"[[56, 20, 80, 20, 80, 36, 56, 36]]",384,"[56, 20, 24, 16]",train,0.76,0.45,0.14867292138365512,0.010353275417012557,ok
76,00050.jpeg,jpeg,50,259,194,3,"[[64, 24, 98, 24, 98, 44, 64, 44]]",680,"[64, 24, 34, 20]",train,1.35,0.45,0.14867292138365512,0.010353275417012557,ok
77,00050.jpeg,jpeg,50,259,194,3,"[[83, 29, 125, 29, 125, 51, 83, 51]]",924,"[83, 29, 42, 22]",train,1.84,0.45,0.14867292138365512,0.010353275417012557,ok
78,00050.jpeg,jpeg,50,259,194,3,"[[157, 29, 202, 29, 202, 55, 157, 55]]",1170,"[157, 29, 45, 26]",train,2.33,0.45,0.14867292138365512,0.010353275417012557,ok
79,00050.jpeg,jpeg,50,259,194,3,"[[193, 34, 235, 34, 235, 58, 193, 58]]",1008,"[193, 34, 42, 24]",train,2.01,0.45,0.14867292138365512,0.010353275417012557,ok
80,00050.jpeg,jpeg,50,259,194,3,"[[126, 30, 164, 30, 164, 51, 126, 51]]",798,"[126, 30, 38, 21]",train,1.59,0.45,0.14867292138365512,0.010353275417012557,ok
81,00051.jpeg,jpeg,51,800,533,3,"[[42, 200, 665, 200, 665, 430, 42, 430]]",143290,"[42, 200, 623, 230]",train,33.6,0.27,0.09112238960624902,0.026384591623381477,ok
82,00052.jpeg,jpeg,52,259,194,3,"[[27, 29, 243, 29, 243, 193, 27, 193]]",35424,"[27, 29, 216, 164]",train,70.5,0.39,0.13123747502158659,0.011635281933545499,ok
83,00053.jpeg,jpeg,53,800,533,3,"[[1, 296, 799, 296, 799, 532, 1, 532]]",188328,"[1, 296, 798, 236]",train,44.17,0.44,0.14735118456388183,0.019219718368574515,ok
84,00053.jpeg,jpeg,53,800,533,3,"[[67, 53, 762, 53, 762, 319, 67, 319]]",184870,"[67, 53, 695, 266]",train,43.36,0.44,0.14735118456388183,0.019219718368574515,ok
85,00055.jpeg,jpeg,55,234,215,3,"[[5, 71, 233, 71, 233, 199, 5, 199]]",29184,"[5, 71, 228, 128]",train,58.01,0.36,0.12144443015396046,0.006343251354110238,ok
86,00056.jpeg,jpeg,56,300,168,3,"[[5, 27, 224, 27, 224, 152, 5, 152]]",27375,"[5, 27, 219, 125]",train,54.32,0.48,0.15986253760763566,0.01411198736886587,ok
87,00057.jpeg,jpeg,57,800,533,3,"[[1, 141, 799, 141, 799, 532, 1, 532]]",312018,"[1, 141, 798, 391]",train,73.17,0.52,0.1743463377846449,0.01999764240190683,ok
88,00060.jpeg,jpeg,60,800,629,3,"[[22, 63, 782, 63, 782, 565, 22, 565]]",381520,"[22, 63, 760, 502]",train,75.82,0.39,0.13056050687365567,0.017361531250011497,ok
89,00061.jpeg,jpeg,61,275,183,3,"[[1, 14, 274, 14, 274, 182, 1, 182]]",45864,"[1, 14, 273, 168]",train,91.14,0.45,0.14883726366850766,0.0011861144344476604,ok
90,00061.jpeg,jpeg,61,275,183,3,"[[167, 11, 274, 11, 274, 55, 167, 55]]",4708,"[167, 11, 107, 44]",train,9.36,0.45,0.14883726366850766,0.0011861144344476604,ok
91,00062.jpeg,jpeg,62,302,167,3,"[[118, 53, 197, 53, 197, 120, 118, 120]]",5293,"[118, 53, 79, 67]",train,10.49,0.51,0.1699844305675106,0.002752755933471137,ok
92,00062.jpeg,jpeg,62,302,167,3,"[[67, 47, 115, 47, 115, 94, 67, 94]]",2256,"[67, 47, 48, 47]",train,4.47,0.51,0.1699844305675106,0.002752755933471137,ok
93,00062.jpeg,jpeg,62,302,167,3,"[[36, 41, 69, 41, 69, 78, 36, 78]]",1221,"[36, 41, 33, 37]",train,2.42,0.51,0.1699844305675106,0.002752755933471137,ok
94,00062.jpeg,jpeg,62,302,167,3,"[[10, 40, 39, 40, 39, 69, 10, 69]]",841,"[10, 40, 29, 29]",train,1.67,0.51,0.1699844305675106,0.002752755933471137,ok
95,00063.jpeg,jpeg,63,275,183,3,"[[139, 66, 275, 66, 275, 183, 139, 183]]",15912,"[139, 66, 136, 117]",train,31.62,0.44,0.14764690946754594,0.020732498964183665,ok
96,00063.jpeg,jpeg,63,275,183,3,"[[193, 53, 209, 53, 209, 67, 193, 67]]",224,"[193, 53, 16, 14]",train,0.45,0.44,0.14764690946754594,0.020732498964183665,ok
97,00063.jpeg,jpeg,63,275,183,3,"[[182, 52, 196, 52, 196, 63, 182, 63]]",154,"[182, 52, 14, 11]",train,0.31,0.44,0.14764690946754594,0.020732498964183665,ok
98,00063.jpeg,jpeg,63,275,183,3,"[[177, 51, 184, 51, 184, 61, 177, 61]]",70,"[177, 51, 7, 10]",train,0.14,0.44,0.14764690946754594,0.020732498964183665,ok
99,00063.jpeg,jpeg,63,275,183,3,"[[170, 51, 180, 51, 180, 59, 170, 59]]",80,"[170, 51, 10, 8]",train,0.16,0.44,0.14764690946754594,0.020732498964183665,ok
100,00063.jpeg,jpeg,63,275,183,3,"[[212, 55, 236, 55, 236, 74, 212, 74]]",456,"[212, 55, 24, 19]",train,0.91,0.44,0.14764690946754594,0.020732498964183665,ok
101,00064.jpeg,jpeg,64,327,154,3,"[[0, 51, 127, 51, 127, 129, 0, 129]]",9906,"[0, 51, 127, 78]",train,19.67,0.56,0.18596208013369378,0.008439503316416436,ok
102,00064.jpeg,jpeg,64,327,154,3,"[[78, 48, 199, 48, 199, 136, 78, 136]]",10648,"[78, 48, 121, 88]",train,21.14,0.56,0.18596208013369378,0.008439503316416436,ok
103,00064.jpeg,jpeg,64,327,154,3,"[[164, 20, 324, 20, 324, 147, 164, 147]]",20320,"[164, 20, 160, 127]",train,40.35,0.56,0.18596208013369378,0.008439503316416436,ok
104,00065.jpeg,jpeg,65,299,168,3,"[[154, 38, 210, 38, 210, 45, 154, 45]]",392,"[154, 38, 56, 7]",train,0.78,0.44,0.14593332687961846,0.006421185957622888,ok
105,00065.jpeg,jpeg,65,299,168,3,"[[184, 42, 223, 42, 223, 50, 184, 50]]",312,"[184, 42, 39, 8]",train,0.62,0.44,0.14593332687961846,0.006421185957622888,ok
106,00065.jpeg,jpeg,65,299,168,3,"[[194, 48, 248, 48, 248, 65, 194, 65]]",918,"[194, 48, 54, 17]",train,1.83,0.44,0.14593332687961846,0.006421185957622888,ok
107,00065.jpeg,jpeg,65,299,168,3,"[[37, 63, 298, 63, 298, 168, 37, 168]]",27405,"[37, 63, 261, 105]",train,54.56,0.44,0.14593332687961846,0.006421185957622888,ok
108,00066.jpeg,jpeg,66,800,533,3,"[[53, 182, 622, 182, 622, 475, 53, 475]]",166717,"[53, 182, 569, 293]",train,39.1,0.36,0.11886709217770912,0.022847873312904537,ok
109,00068.jpeg,jpeg,68,318,159,3,"[[99, 82, 317, 82, 317, 158, 99, 158]]",16568,"[99, 82, 218, 76]",train,32.77,0.39,0.12970504341657288,0.013202639882505746,ok
110,00068.jpeg,jpeg,68,318,159,3,"[[1, 67, 47, 67, 47, 130, 1, 130]]",2898,"[1, 67, 46, 63]",train,5.73,0.39,0.12970504341657288,0.013202639882505746,ok
111,00068.jpeg,jpeg,68,318,159,3,"[[21, 47, 271, 47, 271, 118, 21, 118]]",17750,"[21, 47, 250, 71]",train,35.11,0.39,0.12970504341657288,0.013202639882505746,ok
112,00068.jpeg,jpeg,68,318,159,3,"[[281, 55, 317, 55, 317, 77, 281, 77]]",792,"[281, 55, 36, 22]",train,1.57,0.39,0.12970504341657288,0.013202639882505746,ok
113,00070.jpeg,jpeg,70,259,194,3,"[[77, 62, 149, 62, 149, 103, 77, 103]]",2952,"[77, 62, 72, 41]",train,5.88,0.57,0.19147020190076589,0.02274994305680156,ok
114,00070.jpeg,jpeg,70,259,194,3,"[[122, 78, 204, 78, 204, 110, 122, 110]]",2624,"[122, 78, 82, 32]",train,5.22,0.57,0.19147020190076589,0.02274994305680156,ok
115,00070.jpeg,jpeg,70,259,194,3,"[[152, 74, 218, 74, 218, 82, 152, 82]]",528,"[152, 74, 66, 8]",train,1.05,0.57,0.19147020190076589,0.02274994305680156,ok
116,00070.jpeg,jpeg,70,259,194,3,"[[1, 95, 258, 95, 258, 193, 1, 193]]",25186,"[1, 95, 257, 98]",train,50.13,0.57,0.19147020190076589,0.02274994305680156,ok
117,00070.jpeg,jpeg,70,259,194,3,"[[0, 85, 68, 85, 68, 112, 0, 112]]",1836,"[0, 85, 68, 27]",train,3.65,0.57,0.19147020190076589,0.02274994305680156,ok
118,00071.jpeg,jpeg,71,800,533,3,"[[256, 0, 800, 0, 800, 512, 256, 512]]",278528,"[256, 0, 544, 512]",train,65.32,0.47,0.15744988595813567,0.011762553992722496,ok
119,00072.jpeg,jpeg,72,800,600,3,"[[175, 185, 726, 185, 726, 514, 175, 514]]",181279,"[175, 185, 551, 329]",train,37.77,0.45,0.15151419389978207,0.01952589874187082,ok
120,00072.jpeg,jpeg,72,800,600,3,"[[697, 105, 799, 105, 799, 242, 697, 242]]",13974,"[697, 105, 102, 137]",train,2.91,0.45,0.15151419389978207,0.01952589874187082,ok
121,00073.jpeg,jpeg,73,263,192,3,"[[0, 150, 67, 150, 67, 191, 0, 191]]",2747,"[0, 150, 67, 41]",train,5.44,0.46,0.15189614449497585,0.004833576083659439,ok
122,00073.jpeg,jpeg,73,263,192,3,"[[1, 64, 157, 64, 157, 168, 1, 168]]",16224,"[1, 64, 156, 104]",train,32.13,0.46,0.15189614449497585,0.004833576083659439,ok
123,00076.jpeg,jpeg,76,275,183,3,"[[47, 45, 258, 45, 258, 165, 47, 165]]",25320,"[47, 45, 211, 120]",train,50.31,0.39,0.13002038384487757,0.01142369089622295,ok
124,00077.jpeg,jpeg,77,275,183,3,"[[16, 71, 261, 71, 261, 162, 16, 162]]",22295,"[16, 71, 245, 91]",train,44.3,0.5,0.167634922026436,0.016945926788130578,ok
125,00079.jpeg,jpeg,79,800,533,3,"[[476, 12, 672, 27, 672, 34, 657, 42, 664, 181, 671, 181, 671, 189, 250, 445, 41, 397, 41, 390, 41, 378, 38, 369, 27, 368, 35, 353, 28, 303, 18, 301, 26, 286, 17, 238, 8, 235, 16, 223, 16, 209]]",287512,"[8, 12, 664, 433]",train,67.43,0.44,0.14514726115586946,0.010617393206487951,ok
126,00080.jpeg,jpeg,80,800,600,3,"[[0, 60, 196, 104, 246, 109, 425, 108, 798, 60, 799, 598, 1, 599]]",430661,"[0, 60, 799, 539]",train,89.72,0.39,0.13140195806100222,0.014572766404513125,ok
127,00081.jpeg,jpeg,81,275,183,3,"[[30, 55, 140, 36, 205, 37, 199, 83, 187, 162, 143, 152, 140, 159, 134, 158, 132, 148, 79, 136, 77, 145, 69, 142, 71, 135, 49, 131]]",22050,"[30, 36, 175, 126]",train,43.82,0.53,0.17700333453467496,0.01041410384311554,ok
128,00083.jpeg,jpeg,83,250,166,3,"[[98, 1, 64, 5, 12, 44, 14, 53, 28, 56, 80, 139, 153, 165, 248, 165, 249, 0]]",39105,"[12, 0, 237, 165]",train,94.23,0.49,0.16215850066934404,0.010028214873812034,ok
129,00084.jpeg,jpeg,84,275,184,3,"[[181, 10, 142, 9, 14, 111, 20, 117, 29, 182, 217, 183, 242, 94, 244, 16, 241, 2, 183, 0]]",42090,"[14, 0, 230, 183]",train,83.18,0.5,0.16632002893383968,0.006832378890352857,ok
